age,workclass,gender,income
62,Private,Male,<=50K
37,Private,Male,>50K
35,Private,Male,>50K
44,Private,Male,<=50K
41,Private,Male,>50K
36,Local-gov,Male,<=50K
26,Private,Female,<=50K
48,Federal-gov,Male,>50K
21,Private,Female,<=50K
39,Private,Male,>50K
38,Private,Female,>50K
44,Private,Male,>50K
56,Private,Female,>50K
25,Private,Male,<=50K
32,Local-gov,Female,<=50K
47,Private,Female,>50K
26,Private,Male,<=50K
31,Private,Female,>50K
23,Private,Male,<=50K
41,Federal-gov,Female,>50K
55,Self-emp-not-inc,Male,<=50K
23,Private,Female,<=50K
45,Private,Male,>50K
42,Local-gov,Male,<=50K
29,Private,Male,<=50K
48,Private,Male,<=50K
36,Private,Male,<=50K
52,Self-emp-inc,Male,>50K
46,Private,Male,<=50K
34,Private,Male,<=50K
27,State-gov,Female,<=50K
18,Private,Female,<=50K
18,Private,Female,<=50K
42,Private,Male,<=50K
64,?,Male,<=50K
36,Private,Male,>50K
20,?,Female,<=50K
52,Self-emp-inc,Male,>50K
44,Self-emp-inc,Male,>50K
53,Private,Male,>50K
36,Private,Male,>50K
27,Private,Male,<=50K
52,Private,Male,<=50K
60,Self-emp-not-inc,Male,<=50K
41,Private,Male,>50K
64,Self-emp-not-inc,Male,>50K
25,Private,Male,<=50K
63,Private,Male,<=50K
54,Local-gov,Male,<=50K
21,Private,Male,<=50K
27,Private,Male,<=50K
63,Self-emp-not-inc,Male,<=50K
37,Private,Female,<=50K
22,Private,Male,<=50K
54,Private,Male,<=50K
54,Private,Female,<=50K
60,Local-gov,Male,<=50K
19,Private,Male,<=50K
25,Local-gov,Female,<=50K
51,Local-gov,Female,<=50K
47,Federal-gov,Female,<=50K
44,Self-emp-not-inc,Male,<=50K
18,?,Female,<=50K
57,Private,Female,<=50K
22,Private,Male,<=50K
36,State-gov,Female,<=50K
33,?,Female,<=50K
39,Private,Male,<=50K
49,Private,Male,>50K
41,Private,Male,<=50K
35,Private,Male,<=50K
40,Self-emp-inc,Female,<=50K
30,Private,Female,<=50K
25,Private,Male,<=50K
25,Private,Male,>50K
37,Private,Male,>50K
53,Self-emp-not-inc,Male,>50K
34,Self-emp-not-inc,Female,<=50K
22,Private,Male,<=50K
18,Private,Female,<=50K
52,?,Female,>50K
45,Private,Male,<=50K
19,Private,Female,<=50K
33,Self-emp-inc,Male,<=50K
45,State-gov,Male,<=50K
43,State-gov,Male,>50K
40,Private,Male,<=50K
41,Self-emp-not-inc,Male,>50K
25,Private,Male,<=50K
22,Private,Female,<=50K
52,Private,Male,<=50K
45,Federal-gov,Male,>50K
32,State-gov,Female,<=50K
26,Private,Male,<=50K
24,Private,Male,<=50K
37,Private,Female,<=50K
49,Private,Female,<=50K
43,Local-gov,Male,<=50K
35,Private,Male,<=50K
37,Private,Male,>50K
17,Private,Male,<=50K
48,Private,Male,>50K
40,?,Female,<=50K
26,Private,Male,<=50K
35,Private,Male,>50K
21,Private,Female,<=50K
54,Private,Male,<=50K
40,Private,Female,<=50K
51,Private,Female,<=50K
60,Self-emp-not-inc,Female,<=50K
22,Private,Male,<=50K
20,Private,Male,<=50K
21,Private,Male,<=50K
21,Private,Male,<=50K
43,Private,Female,<=50K
36,Private,Male,>50K
65,State-gov,Male,>50K
48,Private,Male,>50K
37,Private,Male,>50K
20,Private,Male,<=50K
41,State-gov,Female,<=50K
55,Self-emp-not-inc,Male,<=50K
39,Local-gov,Female,<=50K
41,Federal-gov,Female,>50K
80,Private,Male,<=50K
59,State-gov,Male,<=50K
52,Private,Male,>50K
39,Private,Male,>50K
56,Self-emp-not-inc,Male,<=50K
69,Local-gov,Female,<=50K
49,Private,Male,>50K
33,Private,Male,<=50K
28,Self-emp-inc,Male,>50K
49,Private,Male,>50K
51,Local-gov,Male,<=50K
42,Private,Female,<=50K
66,Private,Female,<=50K
44,Private,Male,>50K
26,Private,Male,<=50K
43,Private,Female,<=50K
28,Private,Female,<=50K
25,?,Female,<=50K
17,Private,Female,<=50K
52,Private,Male,>50K
34,?,Female,<=50K
24,Private,Male,<=50K
41,?,Male,<=50K
65,Private,Female,<=50K
36,Self-emp-not-inc,Male,>50K
19,Private,Male,<=50K
43,Private,Male,<=50K
39,Local-gov,Female,>50K
48,Private,Male,>50K
50,Local-gov,Male,>50K
21,Private,Male,<=50K
36,Private,Female,<=50K
33,Private,Male,<=50K
50,Federal-gov,Male,<=50K
49,State-gov,Male,>50K
34,Private,Male,<=50K
70,Self-emp-inc,Male,>50K
39,Private,Male,<=50K
44,Private,Female,<=50K
32,Private,Female,>50K
40,Private,Male,<=50K
46,Private,Male,>50K
21,?,Male,<=50K
40,Private,Female,>50K
47,Private,Male,<=50K
19,Private,Male,<=50K
22,Private,Female,<=50K
20,Private,Female,<=50K
46,Local-gov,Female,>50K
41,Private,Male,>50K
17,Private,Female,<=50K
41,Private,Male,<=50K
28,Private,Male,<=50K
20,?,Male,<=50K
24,Private,Male,<=50K
33,Private,Male,<=50K
44,Federal-gov,Male,>50K
26,Self-emp-not-inc,Female,<=50K
47,Self-emp-not-inc,Male,>50K
24,Private,Male,<=50K
58,Federal-gov,Male,>50K
41,Private,Male,<=50K
38,Self-emp-not-inc,Male,>50K
21,Private,Female,<=50K
33,Private,Male,<=50K
23,?,Female,<=50K
40,Private,Female,<=50K
47,Local-gov,Female,<=50K
41,Private,Female,<=50K
38,Private,Male,<=50K
50,Private,Female,<=50K
45,Private,Male,<=50K
65,?,Male,>50K
33,Private,Male,<=50K
34,Federal-gov,Male,<=50K
65,Private,Male,<=50K
24,Private,Male,<=50K
26,Private,Male,<=50K
55,Private,Male,<=50K
66,Private,Female,<=50K
43,Local-gov,Male,<=50K
37,Private,Female,<=50K
22,Private,Male,<=50K
21,Private,Male,<=50K
69,?,Female,<=50K
27,Private,Female,<=50K
48,Private,Male,>50K
24,Private,Female,<=50K
18,Never-worked,Female,<=50K
53,Local-gov,Female,<=50K
26,Private,Male,<=50K
60,Private,Male,>50K
21,Private,Female,<=50K
39,Private,Male,<=50K
45,Private,Male,>50K
76,Self-emp-not-inc,Male,<=50K
19,Private,Female,<=50K
34,Private,Male,>50K
54,Private,Male,<=50K
23,Private,Female,<=50K
44,Local-gov,Male,<=50K
27,Private,Female,<=50K
23,Private,Male,<=50K
37,Self-emp-not-inc,Male,<=50K
41,Private,Male,>50K
21,State-gov,Female,<=50K
37,Federal-gov,Male,>50K
63,Private,Male,<=50K
35,Private,Male,<=50K
47,Private,Male,<=50K
41,Private,Male,<=50K
50,Self-emp-not-inc,Female,<=50K
26,Self-emp-inc,Male,<=50K
36,Local-gov,Male,>50K
47,Private,Male,>50K
51,Private,Female,<=50K
41,Private,Female,<=50K
40,Private,Female,>50K
32,Private,Male,<=50K
37,Local-gov,Male,>50K
40,Self-emp-inc,Male,<=50K
56,Private,Male,<=50K
50,Private,Male,<=50K
28,Private,Male,<=50K
28,Private,Male,<=50K
19,Self-emp-not-inc,Female,<=50K
44,Private,Male,<=50K
42,Self-emp-not-inc,Female,>50K
47,Private,Male,>50K
31,Private,Male,<=50K
61,Private,Male,>50K
21,Private,Female,<=50K
26,Private,Male,>50K
58,Private,Female,>50K
35,Private,Female,<=50K
35,Private,Female,<=50K
29,Local-gov,Male,<=50K
40,Private,Male,>50K
33,Private,Male,>50K
38,Self-emp-not-inc,Male,<=50K
50,Self-emp-not-inc,Male,<=50K
66,Private,Male,>50K
36,Local-gov,Male,>50K
33,Private,Female,<=50K
55,Federal-gov,Male,>50K
46,Private,Male,<=50K
36,Private,Male,<=50K
41,?,Female,<=50K
30,Private,Female,<=50K
29,Private,Male,<=50K
60,?,Female,<=50K
24,Private,Female,<=50K
42,Self-emp-not-inc,Female,<=50K
26,Private,Female,<=50K
37,Private,Male,<=50K
27,Private,Male,<=50K
26,Private,Male,<=50K
23,Private,Male,<=50K
60,Private,Male,>50K
49,Federal-gov,Female,<=50K
46,Private,Male,<=50K
21,Private,Male,<=50K
48,Self-emp-not-inc,Male,<=50K
70,Self-emp-inc,Male,<=50K
44,Local-gov,Female,<=50K
58,Private,Male,<=50K
41,Private,Female,<=50K
54,Private,Female,<=50K
42,Self-emp-inc,Male,>50K
28,Private,Male,<=50K
65,Private,Male,<=50K
35,Self-emp-not-inc,Male,<=50K
82,Private,Male,<=50K
48,Self-emp-not-inc,Male,>50K
44,Private,Male,>50K
68,Private,Female,<=50K
42,Private,Male,<=50K
24,Private,Female,<=50K
54,Private,Male,<=50K
22,Private,Male,<=50K
43,Self-emp-not-inc,Male,<=50K
17,Private,Female,<=50K
46,Self-emp-not-inc,Male,<=50K
59,Private,Male,>50K
37,Private,Male,<=50K
70,?,Male,<=50K
57,Self-emp-inc,Male,>50K
47,?,Female,<=50K
31,Private,Female,<=50K
23,Private,Female,<=50K
17,Private,Female,<=50K
63,Private,Male,<=50K
44,Private,Male,>50K
30,Private,Male,>50K
23,Private,Male,<=50K
44,Private,Male,>50K
24,Private,Female,<=50K
34,Private,Male,<=50K
37,Private,Male,<=50K
24,Private,Female,<=50K
32,Private,Female,<=50K
42,Self-emp-not-inc,Male,<=50K
20,Private,Female,<=50K
34,State-gov,Male,>50K
37,Private,Female,<=50K
47,Federal-gov,Female,<=50K
25,Private,Male,<=50K
36,Self-emp-not-inc,Male,>50K
60,Private,Male,<=50K
64,Self-emp-inc,Male,<=50K
32,Local-gov,Female,<=50K
33,State-gov,Male,<=50K
71,Private,Female,<=50K
55,Local-gov,Female,<=50K
85,Self-emp-not-inc,Female,<=50K
57,Self-emp-not-inc,Male,<=50K
39,Private,Male,>50K
25,Private,Male,<=50K
58,Private,Male,>50K
57,Private,Male,<=50K
30,Private,Female,<=50K
19,Private,Female,<=50K
40,Private,Male,>50K
28,Private,Female,<=50K
43,Federal-gov,Male,<=50K
40,?,Female,>50K
19,Private,Female,<=50K
24,Private,Male,<=50K
34,Private,Male,>50K
22,Private,Female,<=50K
64,Self-emp-not-inc,Male,<=50K
55,?,Male,<=50K
26,Private,Male,<=50K
80,Private,Female,<=50K
79,Local-gov,Female,<=50K
58,Self-emp-not-inc,Male,>50K
43,Private,Male,<=50K
43,Private,Male,>50K
46,Private,Male,<=50K
35,Private,Female,>50K
51,Private,Male,<=50K
52,Local-gov,Female,>50K
43,Self-emp-inc,Male,>50K
68,Private,Female,<=50K
34,State-gov,Female,>50K
37,Private,Male,>50K
22,Private,Female,<=50K
32,Private,Male,<=50K
65,Self-emp-not-inc,Male,<=50K
28,Private,Male,<=50K
37,Private,Male,<=50K
40,Self-emp-inc,Female,<=50K
40,Private,Male,<=50K
52,Private,Female,<=50K
35,Private,Male,<=50K
62,Self-emp-not-inc,Male,<=50K
49,Private,Male,<=50K
49,Private,Female,<=50K
47,Private,Male,>50K
45,Private,Female,<=50K
37,Private,Male,<=50K
36,Local-gov,Male,>50K
36,Private,Male,<=50K
44,Private,Male,>50K
51,State-gov,Male,>50K
25,State-gov,Male,<=50K
28,Self-emp-not-inc,Male,<=50K
57,Private,Female,<=50K
46,Private,Male,<=50K
59,Private,Male,>50K
28,Private,Male,<=50K
25,Private,Male,<=50K
35,Private,Female,<=50K
27,Private,Male,>50K
29,Private,Male,>50K
43,Federal-gov,Male,<=50K
38,Federal-gov,Female,<=50K
26,Private,Female,<=50K
55,?,Male,>50K
36,Private,Male,<=50K
37,Private,Male,>50K
23,?,Male,<=50K
34,Private,Male,<=50K
41,Private,Male,<=50K
44,Private,Female,<=50K
48,Self-emp-not-inc,Female,<=50K
35,Local-gov,Male,>50K
43,Local-gov,Female,<=50K
57,Federal-gov,Male,>50K
44,Local-gov,Female,<=50K
28,Private,Male,<=50K
55,Private,Female,<=50K
52,Private,Male,<=50K
30,Private,Female,<=50K
31,Private,Male,>50K
21,?,Male,<=50K
50,Self-emp-inc,Male,>50K
43,Self-emp-not-inc,Male,>50K
33,Private,Male,<=50K
23,Federal-gov,Male,<=50K
35,Private,Male,>50K
18,Private,Male,<=50K
21,?,Female,<=50K
33,Local-gov,Male,>50K
30,Federal-gov,Female,<=50K
21,Private,Male,<=50K
36,Local-gov,Female,>50K
38,Private,Male,<=50K
33,Private,Male,>50K
24,Private,Male,<=50K
24,Private,Male,<=50K
39,Private,Female,<=50K
43,Private,Male,<=50K
43,Self-emp-not-inc,Male,<=50K
62,?,Male,>50K
30,State-gov,Female,<=50K
25,Private,Male,<=50K
45,Private,Female,<=50K
22,Private,Male,<=50K
73,Private,Male,>50K
26,Private,Male,>50K
24,Private,Male,<=50K
18,Private,Male,<=50K
35,Private,Male,>50K
22,Private,Female,<=50K
28,Private,Male,<=50K
38,Private,Male,<=50K
68,?,Male,<=50K
40,Local-gov,Female,<=50K
32,Private,Male,>50K
42,Private,Male,>50K
31,State-gov,Female,<=50K
33,Private,Male,<=50K
54,Self-emp-not-inc,Male,<=50K
63,Private,Male,<=50K
67,Self-emp-not-inc,Male,<=50K
47,Private,Female,<=50K
67,Self-emp-inc,Female,<=50K
33,Private,Female,<=50K
33,Local-gov,Female,<=50K
25,Local-gov,Male,<=50K
25,Private,Female,<=50K
35,Private,Male,<=50K
54,Private,Male,>50K
35,Self-emp-not-inc,Male,>50K
18,Private,Male,<=50K
54,?,Female,<=50K
30,Private,Male,<=50K
29,Private,Male,<=50K
41,Private,Female,>50K
40,Private,Male,>50K
46,Private,Male,>50K
39,Private,Female,<=50K
42,Private,Female,>50K
49,Self-emp-not-inc,Male,>50K
23,Private,Female,<=50K
34,Private,Male,<=50K
42,Self-emp-not-inc,Male,<=50K
31,Private,Male,>50K
72,?,Female,<=50K
31,Private,Male,>50K
90,Private,Female,>50K
27,Self-emp-not-inc,Female,<=50K
18,?,Male,<=50K
30,Self-emp-not-inc,Male,>50K
27,Local-gov,Female,<=50K
27,Self-emp-not-inc,Male,<=50K
28,Private,Male,<=50K
40,Private,Female,<=50K
43,Local-gov,Female,<=50K
26,Private,Male,<=50K
48,Self-emp-not-inc,Female,<=50K
41,Private,Male,<=50K
32,Private,Male,<=50K
23,Private,Male,<=50K
35,Private,Male,<=50K
42,Private,Male,<=50K
27,State-gov,Female,<=50K
34,Private,Male,<=50K
25,Private,Female,<=50K
46,Local-gov,Male,>50K
34,Private,Male,<=50K
39,Private,Female,<=50K
33,Private,Female,<=50K
25,Private,Male,<=50K
45,Private,Male,<=50K
46,Private,Male,<=50K
23,Private,Male,<=50K
37,Private,Male,<=50K
39,Private,Male,>50K
38,Self-emp-not-inc,Male,>50K
35,Self-emp-not-inc,Male,<=50K
49,Self-emp-inc,Male,>50K
37,Private,Female,>50K
45,Private,Female,<=50K
71,Private,Female,<=50K
44,Private,Male,>50K
19,?,Male,<=50K
38,Private,Female,<=50K
42,Local-gov,Male,<=50K
29,Private,Male,>50K
48,Private,Male,<=50K
56,Self-emp-inc,Male,>50K
32,Federal-gov,Male,<=50K
19,Private,Female,<=50K
57,Self-emp-not-inc,Male,<=50K
55,Private,Male,<=50K
48,?,Male,<=50K
46,Self-emp-inc,Male,<=50K
36,Private,Female,<=50K
66,Private,Male,>50K
26,Private,Male,<=50K
58,Self-emp-inc,Male,>50K
62,Private,Male,>50K
31,Private,Male,<=50K
77,?,Female,<=50K
25,Private,Male,<=50K
38,Private,Male,<=50K
33,Private,Female,<=50K
51,Federal-gov,Female,<=50K
20,Private,Male,<=50K
40,Federal-gov,Male,<=50K
20,Private,Male,<=50K
41,Local-gov,Female,<=50K
44,Private,Female,<=50K
35,Private,Male,<=50K
35,Self-emp-not-inc,Male,<=50K
46,Federal-gov,Female,<=50K
24,Private,Female,<=50K
18,Private,Male,<=50K
37,Private,Male,<=50K
58,Private,Male,<=50K
55,Private,Male,<=50K
68,Private,Female,<=50K
41,Private,Male,>50K
50,Private,Male,>50K
48,Private,Male,<=50K
42,?,Male,<=50K
45,Private,Male,<=50K
43,Private,Male,<=50K
37,Private,Male,<=50K
43,Private,Male,>50K
36,Private,Female,<=50K
60,Private,Male,<=50K
27,Private,Male,<=50K
36,Private,Male,>50K
47,State-gov,Male,<=50K
33,Private,Male,<=50K
19,State-gov,Male,<=50K
33,Private,Female,<=50K
34,Private,Male,>50K
33,Private,Female,<=50K
57,Private,Female,<=50K
59,Private,Female,>50K
36,Private,Female,<=50K
60,Private,Male,>50K
33,Local-gov,Male,<=50K
41,Private,Female,<=50K
20,Self-emp-not-inc,Male,<=50K
28,Local-gov,Female,<=50K
24,State-gov,Male,<=50K
31,Private,Male,<=50K
38,Private,Female,<=50K
40,Private,Female,<=50K
55,State-gov,Male,<=50K
49,Private,Male,<=50K
33,Private,Male,<=50K
52,Private,Female,<=50K
24,Local-gov,Male,<=50K
46,Private,Male,<=50K
20,Private,Female,<=50K
50,Private,Male,<=50K
22,Private,Male,<=50K
32,Self-emp-inc,Male,<=50K
46,Private,Male,>50K
62,?,Male,<=50K
39,Private,Male,>50K
26,Private,Female,<=50K
20,Private,Female,<=50K
37,Self-emp-inc,Male,<=50K
40,Private,Female,<=50K
22,Private,Female,<=50K
32,Private,Female,>50K
41,Private,Male,<=50K
24,Private,Female,<=50K
40,Private,Male,<=50K
37,State-gov,Female,>50K
42,Private,Male,>50K
56,Private,Female,<=50K
20,Private,Male,<=50K
55,Local-gov,Male,<=50K
29,Private,Male,<=50K
37,Private,Male,<=50K
61,Self-emp-not-inc,Male,<=50K
26,Private,Male,<=50K
49,Self-emp-inc,Male,<=50K
18,Local-gov,Male,<=50K
30,Private,Male,<=50K
24,Private,Female,<=50K
24,State-gov,Male,<=50K
37,Private,Male,<=50K
37,Local-gov,Female,<=50K
36,Private,Male,<=50K
40,Private,Male,<=50K
44,Self-emp-not-inc,Male,<=50K
43,Self-emp-not-inc,Male,<=50K
19,Private,Female,<=50K
50,Private,Female,<=50K
17,?,Male,<=50K
39,Private,Female,<=50K
43,Private,Male,<=50K
43,Private,Male,<=50K
40,Private,Male,>50K
31,State-gov,Male,<=50K
25,Private,Male,<=50K
30,Federal-gov,Male,<=50K
55,Private,Male,<=50K
55,Private,Male,<=50K
29,Private,Male,<=50K
28,Private,Male,>50K
30,Private,Male,<=50K
33,Private,Male,<=50K
23,Private,Male,<=50K
71,Private,Female,<=50K
22,?,Male,<=50K
21,Private,Female,<=50K
62,?,Male,<=50K
22,?,Female,<=50K
49,Private,Male,<=50K
31,Private,Male,<=50K
27,Private,Male,<=50K
27,Private,Male,>50K
26,Private,Male,<=50K
30,?,Male,<=50K
17,Private,Female,<=50K
26,Private,Male,<=50K
45,Private,Female,<=50K
50,Private,Male,>50K
31,Private,Male,<=50K
51,Private,Female,<=50K
56,Private,Female,<=50K
24,State-gov,Male,<=50K
29,Private,Male,<=50K
26,Private,Male,<=50K
51,Private,Male,<=50K
32,Local-gov,Male,<=50K
47,State-gov,Male,>50K
30,Private,Male,<=50K
41,?,Female,<=50K
49,Federal-gov,Male,<=50K
40,Private,Male,>50K
62,Private,Male,>50K
43,Self-emp-inc,Male,<=50K
76,Private,Male,<=50K
40,?,Male,>50K
35,Private,Male,>50K
27,Private,Female,<=50K
54,Self-emp-inc,Male,>50K
55,Self-emp-not-inc,Male,<=50K
21,Private,Male,<=50K
20,Private,Male,<=50K
39,Private,Female,<=50K
26,Private,Male,>50K
20,Private,Female,<=50K
28,Private,Male,<=50K
56,Federal-gov,Male,<=50K
39,Private,Male,<=50K
44,Federal-gov,Male,>50K
55,Private,Male,>50K
54,Self-emp-not-inc,Male,<=50K
30,Private,Male,>50K
34,Local-gov,Male,>50K
42,Private,Female,<=50K
50,Self-emp-inc,Female,<=50K
34,Federal-gov,Male,>50K
23,Private,Male,<=50K
27,?,Male,<=50K
81,?,Male,<=50K
47,Private,Female,<=50K
57,Private,Male,<=50K
65,?,Female,>50K
33,Private,Male,<=50K
37,Private,Female,<=50K
53,Private,Female,<=50K
27,State-gov,Female,<=50K
47,Private,Male,>50K
42,Private,Male,<=50K
39,Private,Male,>50K
58,Local-gov,Male,<=50K
20,Private,Male,<=50K
19,Private,Male,<=50K
39,Private,Male,<=50K
51,Private,Male,<=50K
52,Private,Female,<=50K
53,Private,Female,>50K
50,Private,Male,<=50K
36,Private,Male,<=50K
30,Private,Female,<=50K
30,Private,Female,<=50K
50,Private,Male,>50K
76,Private,Female,<=50K
46,Self-emp-not-inc,Male,>50K
24,Private,Male,<=50K
26,Private,Male,<=50K
56,Self-emp-not-inc,Male,>50K
50,Private,Male,>50K
22,Private,Male,<=50K
23,Local-gov,Female,<=50K
51,Private,Male,<=50K
58,Private,Male,<=50K
38,Private,Female,<=50K
45,Private,Male,>50K
55,Self-emp-not-inc,Male,<=50K
45,Private,Male,>50K
42,Private,Male,<=50K
44,State-gov,Male,>50K
60,Private,Male,>50K
27,Private,Male,<=50K
25,Local-gov,Male,>50K
61,?,Female,<=50K
43,Private,Male,>50K
44,Local-gov,Male,<=50K
63,Private,Female,<=50K
46,Local-gov,Female,<=50K
47,Private,Male,<=50K
37,Private,Male,<=50K
43,Private,Female,<=50K
46,Private,Male,>50K
48,?,Female,<=50K
61,Self-emp-not-inc,Female,<=50K
53,Federal-gov,Male,>50K
79,?,Male,<=50K
44,Private,Male,<=50K
54,Private,Male,<=50K
22,Private,Female,<=50K
47,Federal-gov,Male,>50K
18,Private,Female,<=50K
25,Private,Male,<=50K
24,Private,Female,<=50K
37,Local-gov,Male,>50K
51,Private,Female,>50K
35,Self-emp-not-inc,Male,>50K
59,Private,Female,<=50K
46,Private,Male,<=50K
45,Local-gov,Male,>50K
19,Private,Male,<=50K
22,Private,Female,<=50K
41,Private,Male,<=50K
33,Self-emp-not-inc,Male,<=50K
26,Federal-gov,Female,<=50K
22,Private,Male,<=50K
29,Self-emp-not-inc,Male,>50K
22,Private,Female,<=50K
34,Private,Male,<=50K
23,Private,Male,<=50K
20,Private,Male,<=50K
25,Private,Female,<=50K
59,Private,Male,>50K
44,Private,Male,<=50K
55,Private,Male,<=50K
77,Self-emp-not-inc,Female,<=50K
42,Private,Male,>50K
47,Private,Male,>50K
42,Private,Male,<=50K
45,Private,Male,<=50K
23,Private,Male,<=50K
60,?,Male,<=50K
23,Private,Male,<=50K
52,Private,Male,<=50K
49,Private,Male,>50K
20,Private,Male,<=50K
20,Private,Female,<=50K
23,Local-gov,Female,<=50K
30,Private,Male,<=50K
45,Private,Male,>50K
30,Private,Male,<=50K
17,Private,Female,<=50K
22,Private,Male,<=50K
25,Private,Male,<=50K
52,Private,Male,>50K
40,Private,Female,>50K
18,?,Male,<=50K
58,Private,Male,<=50K
30,Private,Male,<=50K
59,Private,Male,<=50K
29,Private,Female,<=50K
26,Private,Female,<=50K
39,Local-gov,Female,<=50K
33,Private,Male,>50K
21,?,Female,<=50K
22,Private,Male,<=50K
25,Private,Male,<=50K
19,?,Female,<=50K
44,Private,Female,<=50K
35,Private,Female,<=50K
40,Private,Male,<=50K
19,Private,Female,<=50K
37,Private,Male,>50K
32,Private,Male,<=50K
52,Self-emp-not-inc,Male,<=50K
36,Private,Male,<=50K
38,Private,Female,<=50K
57,State-gov,Male,<=50K
22,State-gov,Female,<=50K
80,?,Male,<=50K
20,Private,Female,<=50K
40,Private,Male,<=50K
36,Self-emp-not-inc,Male,<=50K
27,Private,Female,<=50K
52,Private,Female,<=50K
43,Private,Female,<=50K
35,Private,Male,<=50K
29,Private,Male,<=50K
27,Private,Male,<=50K
24,?,Female,<=50K
49,Local-gov,Male,>50K
26,Self-emp-not-inc,Male,<=50K
47,Private,Male,<=50K
20,Private,Female,<=50K
19,Private,Male,<=50K
34,Private,Male,<=50K
20,Private,Female,<=50K
23,Private,Male,<=50K
25,Private,Male,<=50K
21,Private,Male,<=50K
25,Private,Male,<=50K
63,State-gov,Male,<=50K
25,Private,Female,<=50K
28,Private,Female,<=50K
39,Private,Male,>50K
28,Private,Female,<=50K
30,Private,Male,>50K
41,Local-gov,Female,<=50K
52,Local-gov,Female,<=50K
36,Private,Male,<=50K
47,Private,Male,>50K
27,Private,Male,<=50K
32,Federal-gov,Female,<=50K
52,Private,Male,>50K
50,Private,Male,<=50K
21,Private,Male,<=50K
60,Private,Female,<=50K
47,Private,Male,<=50K
54,Self-emp-not-inc,Male,>50K
32,Local-gov,Male,<=50K
61,Private,Male,<=50K
21,Private,Male,<=50K
29,Self-emp-not-inc,Male,>50K
36,Local-gov,Female,<=50K
38,Local-gov,Male,<=50K
59,Private,Male,<=50K
43,Private,Male,<=50K
19,Private,Male,<=50K
42,Private,Male,<=50K
33,Private,Male,<=50K
47,Private,Female,<=50K
51,Private,Male,>50K
28,Private,Male,<=50K
61,Private,Female,<=50K
23,Private,Female,<=50K
31,Private,Male,<=50K
38,Self-emp-not-inc,Male,<=50K
21,Private,Male,<=50K
22,Private,Male,<=50K
35,Private,Male,>50K
53,Federal-gov,Male,>50K
40,Private,Female,>50K
36,Private,Male,>50K
33,Self-emp-not-inc,Male,<=50K
23,Private,Female,<=50K
51,Local-gov,Male,>50K
31,Private,Male,<=50K
28,Local-gov,Female,<=50K
26,Self-emp-not-inc,Male,<=50K
32,Private,Male,>50K
43,Private,Male,>50K
19,Private,Female,<=50K
46,Private,Female,<=50K
49,Local-gov,Male,>50K
31,Private,Female,<=50K
45,Private,Male,>50K
41,Private,Male,<=50K
22,Private,Female,<=50K
25,Private,Female,<=50K
46,Private,Male,>50K
44,Self-emp-not-inc,Male,<=50K
25,Private,Male,<=50K
30,Private,Male,<=50K
54,Private,Male,>50K
34,Private,Male,>50K
34,?,Male,<=50K
30,Private,Male,>50K
21,Private,Female,<=50K
27,Private,Female,<=50K
29,Private,Male,<=50K
60,Self-emp-inc,Male,>50K
36,Self-emp-not-inc,Male,<=50K
27,Private,Female,<=50K
57,Self-emp-not-inc,Male,<=50K
24,Private,Female,<=50K
63,Private,Male,<=50K
29,Private,Male,>50K
34,Private,Male,<=50K
27,Private,Male,<=50K
31,Private,Female,<=50K
31,Private,Male,<=50K
55,Private,Female,<=50K
64,Local-gov,Male,<=50K
20,Private,Female,<=50K
44,Self-emp-not-inc,Male,>50K
35,Private,Male,<=50K
41,Local-gov,Female,<=50K
38,Private,Female,<=50K
21,Private,Male,<=50K
64,State-gov,Male,>50K
42,Private,Male,<=50K
31,Private,Male,>50K
42,Self-emp-not-inc,Male,<=50K
35,Private,Female,>50K
36,Federal-gov,Female,>50K
23,Private,Male,<=50K
20,Private,Male,<=50K
26,Local-gov,Female,<=50K
56,Federal-gov,Male,<=50K
40,Private,Female,<=50K
19,Private,Male,<=50K
33,Private,Female,<=50K
45,Federal-gov,Male,<=50K
41,Private,Male,>50K
29,Private,Male,<=50K
46,Local-gov,Female,>50K
48,Private,Male,<=50K
38,Private,Male,<=50K
29,Private,Female,<=50K
35,Private,Male,<=50K
59,Local-gov,Male,<=50K
27,Private,Male,<=50K
43,Private,Male,>50K
70,Private,Male,<=50K
30,Private,Male,<=50K
24,Private,Male,>50K
76,Local-gov,Male,<=50K
25,Private,Male,<=50K
39,Private,Female,<=50K
36,Local-gov,Female,<=50K
23,Private,Female,<=50K
60,Private,Female,<=50K
20,?,Male,<=50K
54,Private,Male,>50K
20,Private,Female,<=50K
22,Federal-gov,Male,<=50K
24,Private,Female,<=50K
41,Private,Male,<=50K
35,Private,Male,<=50K
23,Private,Male,<=50K
54,State-gov,Male,>50K
17,Private,Male,<=50K
43,Private,Female,<=50K
33,Private,Male,<=50K
30,Private,Female,<=50K
38,Federal-gov,Male,>50K
54,Self-emp-not-inc,Male,<=50K
39,Private,Female,<=50K
32,Private,Male,<=50K
61,Local-gov,Male,<=50K
24,?,Female,<=50K
22,Private,Male,<=50K
34,Private,Male,>50K
18,Private,Female,<=50K
20,Private,Male,<=50K
53,Federal-gov,Male,<=50K
32,Private,Female,<=50K
68,Self-emp-not-inc,Male,<=50K
28,Private,Female,<=50K
28,Private,Male,<=50K
54,Private,Male,>50K
21,?,Male,<=50K
